fold,slice,policy,trailing_median_composite,trailing_std_composite,final_composite,iterations_in_window,trailing_median_delta_vs_uncertainty
fold_3,159,gated_veer_4x4_mean_kappa10,0.03889068246497195,0.05976311549809102,0.0373911510074509,6,0.0027940210385226025
fold_3,159,gated_veer_4x4_mean_kappa5,0.037382110328457,0.007896332837985178,0.0373911510074509,6,0.0012854489020076507
fold_3,159,nested_band_veer_4x4_mean_kappa2,0.0286352802247889,0.001555925272137876,0.0305716708857702,6,-0.007461381201660452
fold_3,159,nested_veer_4x4_mean_kappa0,0.03602361111169965,0.00579335682011451,0.0361035080395289,6,-7.305031474970358e-05
fold_3,159,uncertainty_lookahead,0.03609666142644935,0.004619288102981194,0.0361035080395289,6,0.0
fold_3,159,variogram_eer_4x4_mean_kappa5,0.037382110328457,0.007896332837985178,0.0373911510074509,6,0.0012854489020076507
fold_4,160,gated_veer_4x4_mean_kappa10,0.12363896296877305,0.11854072322856872,0.1228152067449799,6,0.045684892636477514
fold_4,160,gated_veer_4x4_mean_kappa5,0.0688271506599258,0.01293772350788159,0.0696987666831448,6,-0.00912691967236974
fold_4,160,nested_band_veer_4x4_mean_kappa2,0.056700845079230996,0.0003022122917006559,0.0570583522218122,6,-0.021253225253064542
fold_4,160,nested_veer_4x4_mean_kappa0,0.14338498877286687,0.04648205201264052,0.1573379830731012,6,0.06543091844057133
fold_4,160,uncertainty_lookahead,0.07795407033229554,0.04099757745319132,0.1167136858604828,6,0.0
fold_4,160,variogram_eer_4x4_mean_kappa5,0.0,0.0,0.0,6,-0.07795407033229554
fold_4,170,gated_veer_4x4_mean_kappa10,0.16122806586338023,0.01071145247211783,0.1632967758038578,6,-0.0022443830928809694
fold_4,170,gated_veer_4x4_mean_kappa5,0.1752318452700251,0.01003973750181789,0.1716897459054499,6,0.011759396313763909
fold_4,170,nested_band_veer_4x4_mean_kappa2,0.16036200089931474,0.11243339891636853,0.1667882894726813,6,-0.003110448056946463
fold_4,170,nested_veer_4x4_mean_kappa0,0.15777412526388784,0.008007910945374206,0.1577802451776146,6,-0.005698323692373358
fold_4,170,uncertainty_lookahead,0.1634724489562612,0.005705650440613547,0.1591787559732034,6,0.0
fold_4,170,variogram_eer_4x4_mean_kappa5,0.1752318452700251,0.01003973750181789,0.1716897459054499,6,0.011759396313763909
fold_4,181,gated_veer_4x4_mean_kappa10,0.0801570936471313,0.008627895428257983,0.0816901354138052,6,-0.02044423360439479
fold_4,181,gated_veer_4x4_mean_kappa5,0.08149928290455291,0.009382754722063546,0.0888748900394337,6,-0.019102044346973185
fold_4,181,nested_band_veer_4x4_mean_kappa2,0.0852254420171562,0.03509508013808184,0.0657390729435794,6,-0.01537588523436989
fold_4,181,nested_veer_4x4_mean_kappa0,0.14821151217197676,0.0011249437401413063,0.1474112777885891,6,0.04761018492045066
fold_4,181,uncertainty_lookahead,0.1006013272515261,0.016875435008630455,0.1011081445153226,6,0.0
fold_4,181,variogram_eer_4x4_mean_kappa5,0.08149928290455291,0.009199156511444184,0.087504343274477,6,-0.019102044346973185
fold_4,191,gated_veer_4x4_mean_kappa10,0.14328604489011765,0.19550682872071504,0.1412251179356612,6,-0.01633425840616551
fold_4,191,gated_veer_4x4_mean_kappa5,0.1347859921454214,0.0028334085633007064,0.1346080553545834,6,-0.024834311150861765
fold_4,191,nested_band_veer_4x4_mean_kappa2,0.13614268244704605,0.006843972980856679,0.1357000484830222,6,-0.023477620849237102
fold_4,191,nested_veer_4x4_mean_kappa0,0.15018967163885188,0.25033938206374773,0.1501675183380101,6,-0.009430631657431271
fold_4,191,uncertainty_lookahead,0.15962030329628316,0.15421774422662782,0.1571471545469981,6,0.0
fold_4,191,variogram_eer_4x4_mean_kappa5,0.1347859921454214,0.012896621341490057,0.1032492508372994,6,-0.024834311150861765
fold_4,202,gated_veer_4x4_mean_kappa10,0.06692660159074375,0.00015018120296717488,0.0669714984447306,6,-0.20074381868051944
fold_4,202,gated_veer_4x4_mean_kappa5,0.10708454332552685,0.0028369710841771134,0.1129180041663344,6,-0.16058587694573634
fold_4,202,nested_band_veer_4x4_mean_kappa2,0.037696359667402646,0.1103322884837746,0.0370765493509955,6,-0.22997406060386055
fold_4,202,nested_veer_4x4_mean_kappa0,0.27983498164703047,0.011136280162084265,0.2898531874429088,6,0.012164561375767269
fold_4,202,uncertainty_lookahead,0.2676704202712632,0.003553227892864504,0.27144532758715,6,0.0
fold_4,202,variogram_eer_4x4_mean_kappa5,0.10708454332552685,0.0026304983313577587,0.1124810254273975,6,-0.16058587694573634
fold_4,212,gated_veer_4x4_mean_kappa10,0.06575035330125764,0.09424785200997525,0.2802503705242665,6,-0.14324419565390809
fold_4,212,gated_veer_4x4_mean_kappa5,0.04640639549379915,0.03167832190104077,0.1313239603171639,6,-0.16258815346136657
fold_4,212,nested_band_veer_4x4_mean_kappa2,0.26373875963119936,0.15119550226399872,0.2609276308214915,6,0.05474421067603363
fold_4,212,nested_veer_4x4_mean_kappa0,0.0692648825174718,0.01882562475731436,0.0682131414286911,6,-0.1397296664376939
fold_4,212,uncertainty_lookahead,0.20899454895516573,0.06330029747798956,0.2648316943063467,6,0.0
fold_4,212,variogram_eer_4x4_mean_kappa5,0.0445286004008153,0.0037384496058058114,0.0347979049701153,6,-0.16446594855435043
fold_5,213,gated_veer_4x4_mean_kappa10,0.04021106600884265,0.008810025264743825,0.0590295483203399,6,-0.03119336321433175
fold_5,213,gated_veer_4x4_mean_kappa5,0.037462904752251794,0.00035080245343670533,0.0379379652743145,6,-0.03394152447092261
fold_5,213,nested_band_veer_4x4_mean_kappa2,0.03409820207170695,0.001607152204118462,0.0346291009550943,6,-0.037306227151467454
fold_5,213,nested_veer_4x4_mean_kappa0,0.03581138569879115,0.008397212840679067,0.0381430919512023,6,-0.03559304352438325
fold_5,213,uncertainty_lookahead,0.0714044292231744,0.028304495286229536,0.0,6,0.0
fold_5,213,variogram_eer_4x4_mean_kappa5,0.037907610815625103,0.009664742663564258,0.0581256357864301,6,-0.0334968184075493
fold_5,223,gated_veer_4x4_mean_kappa10,0.03533593838062375,0.16246239439364285,0.471104126106914,6,-0.09134850186177675
fold_5,223,gated_veer_4x4_mean_kappa5,0.0783357414633874,0.15231745524859389,0.1236016043819438,6,-0.0483486987790131
