fold,slice,policy,iteration,stage,query_count,scan_time_s,dose_proxy,selected_area_fraction,morphology_composite_error,front_mean_symmetric_distance_nm,front_hausdorff_distance_nm,front_availability_status,front_detection_correct,penetration_d95_absolute_error_nm,penetration_dmax_absolute_error_nm,normalized_reconstruction_rmse,roi_id,variogram_sill
fold_3,125,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2464491326816312,21360.114768443105,54700.0,matched_present,True,5700.0,5300.0,0.2137444502708974,r0256_c0320,34.603432789381245
fold_2,105,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0080057439707648,779.0306879899803,6478.268706992628,matched_present,True,100.0,100.0,0.2225234397937063,r0000_c0064,40.337366870846935
fold_2,105,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.008484544195222,831.6029526353769,6866.399839799602,matched_present,True,100.0,100.0,0.2208427189327687,r0000_c0064,
fold_3,108,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2618454245451982,0.005345615407381,486.9485717304445,4554.883203771528,matched_present,True,100.0,100.0,0.2110076825301115,r0128_c0128,40.17925269814254
fold_3,108,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2618454245451982,0.0057424966274082,630.5261296894258,4267.29703676695,matched_present,True,0.0,100.0,0.2172338988982786,r0320_c0000,
fold_3,109,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0643000683479863,1760.147504608904,8769.598779875847,matched_present,True,5300.0,300.0,0.2064346281434756,r0384_c0000,29.59046193898482
fold_3,109,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0679013289330901,2170.565916853301,8717.707037977358,matched_present,True,5285.0,300.0,0.2202010301548156,r0000_c0192,
fold_5,250,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0857949139067515,9420.281546961323,48500.0,matched_present,True,0.0,0.0,0.2278232229728671,r0128_c0192,41.84641777078868
fold_3,110,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0113524802149031,1146.5023275963615,5500.0,matched_present,True,100.0,200.0,0.2148820795539235,r0000_c0128,27.045144105721377
fold_3,125,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.1356980628799318,14899.647304216518,48300.0,matched_present,True,0.0,0.0,0.2167967313158983,r0000_c0192,
